,accession,domain,phylum,class,order,family,genus,species,OGT,selected
1533,RS_GCF_001270745.1,Bacteria,Actinobacteriota,Actinomycetia,Jiangellales,Jiangellaceae,Jiangella,jiangella muralis,27.75,True
1534,RS_GCF_001280865.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,polaribacter dokdonensis,26.5,False
1535,RS_GCF_001297705.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium sp001297705,10.0,True
1536,RS_GCF_001437075.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,pediococcus stilesii,41.5,True
1537,RS_GCF_001440035.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,bradyrhizobium manausense,29.0,False
1538,RS_GCF_001544355.1,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,alicyclobacillus acidiphilus,48.333333333333336,True
1539,RS_GCF_001552415.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium xerosis,34.3333333333333,False
1540,RS_GCF_001562425.1,Bacteria,Firmicutes_A,Thermosediminibacteria,Thermosediminibacterales,Thermosediminibacteraceae,Fervidicola,fervidicola ferrireducens,70.0,True
1541,RS_GCF_001563495.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium kwangjuense,33.0,False
1542,RS_GCF_001593005.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,roseivirga ehrenbergii,24.0,True
1543,RS_GCF_001678675.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,gelidibacter algens,10.0,True
1544,RS_GCF_001730315.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,enterococcus ureilyticus,26.0,False
1545,RS_GCF_001751365.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces abyssalis,32.5,False
1546,RS_GCF_001885585.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pararhizobium,pararhizobium antarcticum,20.0,False
1547,RS_GCF_001889065.1,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Suttonella,suttonella ornithocola,33.5,True
1548,RS_GCF_001921215.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,actinophytocola xinjiangensis,27.5,True
1549,RS_GCF_001955715.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,rhodoferax saidenbachensis,20.0,True
1550,RS_GCF_001975665.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,polaribacter reichenbachii,27.0,True
1551,RS_GCF_002005145.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,desulfotomaculum ferrireducens,50.0,True
1552,RS_GCF_002022685.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Bartonella,bartonella schoenbuchensis,35.0,False
1553,RS_GCF_002086735.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium scrofulaceum,35.0,False
1554,RS_GCF_002115745.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,thalassospira alkalitolerans,32.0,True
1555,RS_GCF_002148795.1,Bacteria,Proteobacteria,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum,oceanibaculum nanhaiense,31.0,False
1556,RS_GCF_002207865.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,colwellia marinimaniae,2.0,True
1557,RS_GCF_002217435.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium reichenbachii,23.666666666666668,False
1558,RS_GCF_002221505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,pseudoalteromonas nigrifaciens,26.0,False
1559,RS_GCF_002233755.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,acinetobacter piscicola,26.5,False
1560,RS_GCF_002237365.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Zobellella,zobellella denitrificans,32.5,True
1561,RS_GCF_002310835.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,pseudoalteromonas tetraodonis,20.625,False
1562,RS_GCF_002355155.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium suranareeae,33.5,False
1563,RS_GCF_002866825.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,halioglobus lutimaris,22.5,True
1564,RS_GCF_002902085.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus simiae,33.0,False
1565,RS_GCF_002920915.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,solitalea longa,20.0,False
1566,RS_GCF_002954245.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Cryobacterium,cryobacterium aureum,11.0,True
1567,RS_GCF_002998435.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,bacteroides zoogleoformans,33.5,False
1568,RS_GCF_003051085.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Trichococcus,trichococcus patagoniensis,29.0,True
1569,RS_GCF_003057965.1,Bacteria,Thermodesulfobiota,Thermodesulfobiia,Thermodesulfobiales,Thermodesulfobiaceae,Thermodesulfobium,thermodesulfobium acidiphilum,53.3335,True
1570,RS_GCF_003240585.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,rhizobium tubonense,27.5,False
1571,RS_GCF_003259935.1,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus_B,anoxybacillus_b vitaminiphilus,58.5,True
1572,RS_GCF_003336705.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,marinobacter litoralis,33.5,False
1573,RS_GCF_003386795.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Actinopolymorphaceae,Thermasporomyces,thermasporomyces composti,51.25,True
1574,RS_GCF_003544875.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio alfacsensis,33.5,False
1575,RS_GCF_003751635.1,Bacteria,Proteobacteria,Gammaproteobacteria,DSM-100275,DSM-100275,Inmirania,inmirania thermothiophila,65.0,True
1576,RS_GCF_003797885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella vesiculosa,17.5,True
1577,RS_GCF_003850045.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,aeromicrobium camelliae,33.5,True
1578,RS_GCF_003987335.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,aliidiomarina maris,32.5,False
1579,RS_GCF_004078635.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Labedella,labedella phragmitis,29.0,False
1580,RS_GCF_004137245.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,nocardioides glacieisoli,20.0,False
1581,RS_GCF_004345825.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,tenacibaculum skagerrakense,31.0,False
1582,RS_GCF_004354365.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter changchengzhani,20.0,False
1583,RS_GCF_004359505.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus,macrococcus hajekii,35.0,False
1584,RS_GCF_004402405.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Cryobacterium,cryobacterium levicorallinum,11.0,True
1585,RS_GCF_007197645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella hanedai,14.83333333333335,True
1586,RS_GCF_007475525.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,methylacidiphilum kamchatkense,55.0,True
1587,RS_GCF_007556675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Tepidimonas,tepidimonas taiwanensis,55.0,True
1588,RS_GCF_007989465.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas halophila,33.5,False
1589,RS_GCF_007997385.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,seonamhaeicola algicola,33.5,True
1590,RS_GCF_008014775.1,Bacteria,Firmicutes,Bacilli,Bacillales_H,Salisediminibacteriaceae,Alkalicoccus,alkalicoccus halolimnae,33.0,True
1591,RS_GCF_008362905.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,deferribacter autotrophicus,60.0,True
1592,RS_GCF_008386315.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Serinicoccus,serinicoccus marinus,35.0,True
1593,RS_GCF_009725985.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia,zobellia amurskyensis,24.0,False
1594,RS_GCF_009768885.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,sphingobacterium humi,33.5,False
1595,RS_GCF_009831115.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus,salinicoccus hispanicus,36.0,False
1596,RS_GCF_009856445.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,halobacillus litoralis,35.0,False
1597,RS_GCF_010729665.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium madagascariense,34.0,False
1598,RS_GCF_012396605.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Ureibacillus,ureibacillus thermosphaericus,52.833333333333336,True
1599,RS_GCF_012584515.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas,polaromonas vacuolata,4.0,True
1600,RS_GCF_013032855.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,ruegeria arenilitoris,33.5,False
1601,RS_GCF_013694105.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,halobacillus locisalis,35.0,False
1602,RS_GCF_014199205.1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,roseomonas pecuniae,29.0,True
1603,RS_GCF_014203395.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Saccharopolyspora,saccharopolyspora phatthalungensis,31.0,False
1604,RS_GCF_014466955.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia wallacei,35.0,False
1605,RS_GCF_014636175.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas psychrolutea,20.0,False
1606,RS_GCF_014643775.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,arenimonas soli,35.0,True
1607,RS_GCF_014645195.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,novosphingobium indicum,27.5,False
1608,RS_GCF_014646655.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Yeosuana,yeosuana aromativorans,34.5,True
1609,RS_GCF_015732285.1,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,pectinatus frisingensis,29.6,False
1610,RS_GCF_016908525.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,brevibacillus fulvus,42.5,True
1611,RS_GCF_017356265.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,paracoccus fontiphilus,22.5,False
1612,RS_GCF_019132845.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,advenella alkanexedens,32.5,False
1613,RS_GCF_900087055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,plesiomonas shigelloides,34.5,True
1614,RS_GCF_900090225.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,micromonospora eburnea,27.5,False
1615,RS_GCF_900091435.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,micromonospora chaiyaphumensis,27.5,False
1616,RS_GCF_900091475.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,micromonospora chersina,40.5,True
1617,RS_GCF_900091565.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,micromonospora marina,27.5,False
1618,RS_GCF_900100045.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,paracoccus denitrificans,29.8461538461538,False
1619,RS_GCF_900100655.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Rhodovibrionaceae,Limimonas,limimonas halophila,40.0,True
1620,RS_GCF_900102025.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinobaculum,actinobaculum suis,22.5,True
1621,RS_GCF_900103185.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,sulfitobacter litoralis,20.0,False
1622,RS_GCF_900105905.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,rhodococcus koreensis,27.5,False
1623,RS_GCF_900108055.1,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,Thermoleophilum,thermoleophilum album,60.0,True
1624,RS_GCF_900108065.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Marinobacterium,marinobacterium lutimaris,27.3335,False
1625,RS_GCF_900108085.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,algoriphagus boritolerans,29.0,False
1626,RS_GCF_900109145.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,marinovum algicola,27.5,True
1627,RS_GCF_900109725.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas daqiaonensis,29.0,False
1628,RS_GCF_900110165.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Lihuaxuella,lihuaxuella thermophila,50.0,True
1629,RS_GCF_900111235.1,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_N,clostridium_n fimetarium,22.5,True
1630,RS_GCF_900111375.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Pedococcus,pedococcus cremeus,29.0,True
1631,RS_GCF_900111945.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,litoreibacter janthinus,26.5,False
1632,RS_GCF_900115175.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,marinobacter gudaonensis,27.5,False
1633,RS_GCF_900128885.1,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Alkalibacteraceae,Alkalibacter,alkalibacter saccharofermentans,35.0,True
1634,RS_GCF_900129025.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Mariniphaga,mariniphaga anaerophila,36.0,True
1635,RS_GCF_900156315.1,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Microbispora,microbispora rosea,34.0,True
1636,RS_GCF_900167055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,lysobacter spongiicola,26.5,False
1637,RS_GCF_900182585.1,Bacteria,Aquificota,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,balnearium lithotrophicum,71.25,True
1638,RS_GCF_900182605.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Saccharicrinis,saccharicrinis carchari,29.0,True
1639,RS_GCF_900215515.1,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,persephonella hydrogeniphila,70.0,True
1640,RS_GCF_900220985.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,hoeflea halophila,26.5,False
1641,RS_GCF_900234795.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,methylobacterium extorquens,28.8783181818182,False
1642,RS_GCF_900636385.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus warneri,32.33322222222223,False
1643,GB_GCA_000169355.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium sp000169355,32.5,False
1644,GB_GCA_000761475.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,chromohalobacter israelensis,29.0,True
1645,GB_GCA_001584565.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridium_Y,clostridium_y paradoxum,56.0,True
1646,GB_GCA_002245855.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,sphingobacterium cellulitidis,32.5,False
1647,GB_GCA_003054495.1,Bacteria,Firmicutes_B,GCA-003054495,Carboxydocellales,Carboxydocellaceae,Carboxydocella,carboxydocella thermautotrophica,57.44433333333333,True
1648,RS_GCF_000008625.1,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Aquifex,aquifex aeolicus,94.6875,True
1649,RS_GCF_000012965.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,sulfurimonas denitrificans,22.3335,False
1650,RS_GCF_000014805.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,aeromonas hydrophila,28.05,False
1651,RS_GCF_000015725.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Methylibium,methylibium petroleiphilum,27.857,True
1652,RS_GCF_000016425.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,micromonospora tropica,25.833,False
1653,RS_GCF_000016545.1,Bacteria,Firmicutes_A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,caldicellulosiruptor saccharolyticus,70.66666666666667,True
1654,RS_GCF_000017305.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Kineococcaceae,Kineococcus,kineococcus radiotolerans,30.8,True
1655,RS_GCF_000023285.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,capnocytophaga ochracea,35.955,True
1656,RS_GCF_000024905.1,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,thermanaerovibrio acidaminovorans,54.16666666666666,True
1657,RS_GCF_000060345.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,gramella forsetii,28.0,False
1658,RS_GCF_000092785.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia,waddlia chondrophila,32.5,True
1659,RS_GCF_000092925.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,starkeya novella,27.25,True
1660,RS_GCF_000147355.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,sulfurimonas autotrophica,24.25,True
1661,RS_GCF_000152885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,idiomarina baltica,33.5,False
1662,RS_GCF_000160455.2,Bacteria,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium,acetomicrobium hydrogeniformans,55.0,True
1663,RS_GCF_000161775.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,ruegeria lacuscaerulensis,45.0,True
1664,RS_GCF_000166275.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,algoriphagus machipongonensis,29.0,False
1665,RS_GCF_000176135.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio coralliilyticus,25.667,False
1666,RS_GCF_000185805.1,Bacteria,Aquificota,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,thermovibrio ammonificans,74.66666666666667,True
1667,RS_GCF_000196875.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas elongata,31.35,True
1668,RS_GCF_000212355.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,dokdonia sp000212355,20.0,True
1669,RS_GCF_000213655.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,alteromonas naphthalenivorans,27.5,True
1670,RS_GCF_000218235.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,prevotella multisaccharivorax,32.5,False
1671,RS_GCF_000218485.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,aquimarina agarivorans,29.0,False
1672,RS_GCF_000219725.1,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Termitinemataceae,Treponema_G,treponema_g caldarium,36.0,True
1673,RS_GCF_000231385.2,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,desulfosporosinus meridiei,27.0,False
1674,RS_GCF_000238395.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,pseudoalteromonas arctica,15.0,True
1675,RS_GCF_000242915.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,sulfurimonas gotlandica,17.75,True
1676,RS_GCF_000347635.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,paraglaciecola psychrophila,12.0,True
1677,RS_GCF_000348945.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Paeniglutamicibacter,paeniglutamicibacter gangotriensis,22.0,False
1678,RS_GCF_000367325.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,elizabethkingia meningoseptica,32.5,True
1679,RS_GCF_000373385.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Thiobacillus,thiobacillus thioparus,29.0,True
1680,RS_GCF_000373745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Oligella,oligella ureolytica,34.0,True
